Gene names,organelle,source,name,RNA_tpm,protein_nM,Itzhak_annotation,Gingras_annotation_concordant,Gingras_annotation_NMF,Gingras_annotation_SAFE,Uniprot_curation,GO_cellular_compartment
B3GALT4,Golgi,hand annotation from biological expectation,"Beta-1,3-galactosyltransferase 4",0.1596677,NA,NA,NA,NA,NA,Golgi apparatus membrane {ECO:0000250|UniProtKB:Q9Z0F0}; Single-pass type II membrane protein {ECO:0000255}.,Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]
B3GALT5,Golgi,hand annotation from biological expectation,"Beta-1,3-galactosyltransferase 5",0.038086767,NA,NA,NA,NA,NA,Golgi apparatus membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}.,endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]
B3GALT6,Golgi,hand annotation from biological expectation,"Beta-1,3-galactosyltransferase 6",31.50836667,17.68724532,,NA,"mitochondrial outer membrane, peroxisome",no prediction,"Golgi apparatus, Golgi stack membrane {ECO:0000269|PubMed:11551958, ECO:0000269|PubMed:29443383}; Single-pass type II membrane protein {ECO:0000269|PubMed:11551958}.",Golgi apparatus [GO:0005794]; Golgi cisterna membrane [GO:0032580]; Golgi medial cisterna [GO:0005797]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; membrane [GO:0016020]
B3GALT9,Golgi,hand annotation from biological expectation,"Beta-1,3-galactosyltransferase 9",10.3974415,NA,NA,NA,NA,NA,Golgi apparatus membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}.,Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]
B4GALNT1,Golgi,hand annotation from biological expectation,"Beta-1,4 N-acetylgalactosaminyltransferase 1",11.0404654,1.727901813,NA,NA,NA,NA,Golgi apparatus membrane {ECO:0000250|UniProtKB:Q10468}; Single-pass type II membrane protein {ECO:0000255}.,Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of Golgi membrane [GO:0030173]; membrane [GO:0016020]; plasma membrane [GO:0005886]
B4GALNT2,Golgi,hand annotation from biological expectation,"Beta-1,4 N-acetylgalactosaminyltransferase 2",0.176914667,NA,NA,NA,NA,NA,Golgi apparatus membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}.,Golgi membrane [GO:0000139]; integral component of Golgi membrane [GO:0030173]; integral component of membrane [GO:0016021]
B4GALNT3,Golgi,hand annotation from biological expectation,"Beta-1,4-N-acetylgalactosaminyltransferase 3",20.576677,1.595730139,NA,NA,NA,NA,"Golgi apparatus, Golgi stack membrane {ECO:0000269|PubMed:16728562}; Single-pass type II membrane protein {ECO:0000269|PubMed:16728562}. Note=Localizes to apical Golgi.",Golgi apparatus [GO:0005794]; Golgi cisterna membrane [GO:0032580]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]
B4GALNT4,Golgi,hand annotation from biological expectation,N-acetyl-beta-glucosaminyl-glycoprotein 4-beta-N-acetylgalactosaminyltransferase 1,8.626141,NA,NA,NA,NA,NA,"Golgi apparatus, Golgi stack membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}.",Golgi cisterna membrane [GO:0032580]; integral component of membrane [GO:0016021]
B4GALT1,Golgi,hand annotation from biological expectation,"Beta-1,4-galactosyltransferase 1",18.4603608,46.23611272,Golgi,NA,NA,NA,"[Isoform Long]: Golgi apparatus, Golgi stack membrane {ECO:0000269|PubMed:1714903, ECO:0000269|PubMed:20378551}; Single-pass type II membrane protein. Cell membrane {ECO:0000269|PubMed:1714903}; Single-pass type II membrane protein. Cell surface {ECO:0000269|PubMed:1714903}. Cell projection, filopodium {ECO:0000250|UniProtKB:P15535}. Note=Found in trans cisternae of Golgi but is mainly localized at the plasma membrane (PubMed:1714903). B4GALT1 cell surface expression is regulated by UBE2Q1 (By similarity). {ECO:0000250|UniProtKB:P15535, ECO:0000269|PubMed:1714903}.; [Isoform Short]: Golgi apparatus, Golgi stack membrane {ECO:0000269|PubMed:1714903}; Single-pass type II membrane protein. Note=Found in trans cisternae of Golgi. {ECO:0000269|PubMed:1714903}.; [Processed beta-1,4-galactosyltransferase 1]: Secreted {ECO:0000303|PubMed:2120039}. Note=Soluble form found in body fluids. {ECO:0000303|PubMed:2120039}.",azurophil granule membrane [GO:0035577]; basolateral plasma membrane [GO:0016323]; brush border membrane [GO:0031526]; desmosome [GO:0030057]; external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; filopodium [GO:0030175]; Golgi apparatus [GO:0005794]; Golgi cisterna membrane [GO:0032580]; Golgi membrane [GO:0000139]; Golgi trans cisterna [GO:0000138]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; plasma membrane [GO:0005886]; secretory granule membrane [GO:0030667]
B4GALT2,Golgi,hand annotation from biological expectation,"Beta-1,4-galactosyltransferase 2",61.99854003,2.084601424,,NA,NA,NA,"Golgi apparatus, Golgi stack membrane; Single-pass type II membrane protein. Note=Trans cisternae of Golgi stack.",Golgi apparatus [GO:0005794]; Golgi cisterna membrane [GO:0032580]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; nucleoplasm [GO:0005654]
B4GALT3,Golgi,hand annotation from biological expectation,"Beta-1,4-galactosyltransferase 3",64.75463333,20.79560656,Golgi,ER,ER lumen,ER lumen,"Golgi apparatus, Golgi stack membrane; Single-pass type II membrane protein. Note=Trans cisternae of Golgi stack.",cytosol [GO:0005829]; extracellular exosome [GO:0070062]; Golgi apparatus [GO:0005794]; Golgi cisterna membrane [GO:0032580]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]
B4GALT4,Golgi,hand annotation from biological expectation,"Beta-1,4-galactosyltransferase 4",14.71781567,5.753340917,Golgi,NA,NA,NA,"Golgi apparatus, Golgi stack membrane; Single-pass type II membrane protein. Note=Trans cisternae of Golgi stack.",Golgi apparatus [GO:0005794]; Golgi cisterna membrane [GO:0032580]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]
B4GALT5,Golgi,hand annotation from biological expectation,"Beta-1,4-galactosyltransferase 5",15.88296667,8.103455441,Golgi,NA,NA,NA,"Golgi apparatus, Golgi stack membrane {ECO:0000250|UniProtKB:P15291}; Single-pass type II membrane protein. Golgi apparatus {ECO:0000250|UniProtKB:A0A1S6M251}. Note=Trans cisternae of Golgi stack. {ECO:0000250|UniProtKB:P15291}.",Golgi apparatus [GO:0005794]; Golgi cisterna membrane [GO:0032580]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]
B4GALT6,Golgi,hand annotation from biological expectation,"Beta-1,4-galactosyltransferase 6",15.66090667,NA,NA,NA,NA,NA,"Golgi apparatus, Golgi stack membrane {ECO:0000250|UniProtKB:P15291}; Single-pass type II membrane protein. Note=Trans cisternae of Golgi stack. {ECO:0000250|UniProtKB:P15291}.",Golgi apparatus [GO:0005794]; Golgi cisterna membrane [GO:0032580]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]
B4GALT7,Golgi,hand annotation from biological expectation,"Beta-1,4-galactosyltransferase 7",42.657696,8.13936026,,NA,NA,NA,"Golgi apparatus, Golgi stack membrane; Single-pass type II membrane protein. Note=Cis cisternae of Golgi stack.",Golgi apparatus [GO:0005794]; Golgi cisterna membrane [GO:0032580]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]
B4GAT1,Golgi,hand annotation from biological expectation,"Beta-1,4-glucuronyltransferase 1",75.69583333,216.6615917,Golgi,ER,ER lumen,ER lumen,"Golgi apparatus membrane {ECO:0000269|PubMed:19587235, ECO:0000269|PubMed:23359570, ECO:0000269|PubMed:25279699}; Single-pass type II membrane protein {ECO:0000269|PubMed:23359570}. Note=Localizes near the trans-Golgi apparatus. {ECO:0000269|PubMed:25279699}.",extracellular exosome [GO:0070062]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of Golgi membrane [GO:0030173]
GALNT1,Golgi,hand annotation from biological expectation,Polypeptide N-acetylgalactosaminyltransferase 1,67.8278292,55.31323763,Golgi,NA,NA,NA,"[Polypeptide N-acetylgalactosaminyltransferase 1]: Golgi apparatus, Golgi stack membrane; Single-pass type II membrane protein.; [Polypeptide N-acetylgalactosaminyltransferase 1 soluble form]: Secreted.",endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; endoplasmic reticulum membrane [GO:0005789]; extracellular region [GO:0005576]; Golgi cisterna membrane [GO:0032580]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; perinuclear region of cytoplasm [GO:0048471]
GALNT10,Golgi,hand annotation from biological expectation,Polypeptide N-acetylgalactosaminyltransferase 10,8.612170967,7.510256754,Golgi,NA,NA,NA,Golgi apparatus membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}.,Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]
GALNT11,Golgi,hand annotation from biological expectation,Polypeptide N-acetylgalactosaminyltransferase 11,45.802142,10.85539223,NA,NA,NA,NA,Golgi apparatus membrane {ECO:0000269|PubMed:11925450}; Single-pass type II membrane protein {ECO:0000269|PubMed:11925450}.,Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]
GALNT12,Golgi,hand annotation from biological expectation,Polypeptide N-acetylgalactosaminyltransferase 12,5.63615927,4.670717335,NA,NA,NA,NA,Golgi apparatus membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}.,Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]
GALNT13,Golgi,hand annotation from biological expectation,Polypeptide N-acetylgalactosaminyltransferase 13,14.08402267,8.257659395,NA,NA,NA,NA,Golgi apparatus membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}.,Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]
GALNT14,Golgi,hand annotation from biological expectation,Polypeptide N-acetylgalactosaminyltransferase 14,0.520908433,NA,NA,ER,ER lumen,ER lumen,Golgi apparatus membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}.,Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]
GALNT15,Golgi,hand annotation from biological expectation,Polypeptide N-acetylgalactosaminyltransferase 15,0.185956343,NA,NA,NA,NA,NA,Golgi apparatus membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}.,Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; transport vesicle [GO:0030133]
GALNT16,Golgi,hand annotation from biological expectation,Polypeptide N-acetylgalactosaminyltransferase 16,7.964456,9.351196473,NA,NA,NA,NA,Golgi apparatus membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}.,Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]
GALNT17,Golgi,hand annotation from biological expectation,Polypeptide N-acetylgalactosaminyltransferase 17,0.060953033,NA,NA,NA,NA,NA,Golgi apparatus membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}.,Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]
GALNT18,Golgi,hand annotation from biological expectation,Polypeptide N-acetylgalactosaminyltransferase 18,11.85758863,0.629428219,NA,NA,NA,NA,Golgi apparatus membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}.,Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]
GALNT2,Golgi,hand annotation from biological expectation,Polypeptide N-acetylgalactosaminyltransferase 2,67.25951633,337.2936791,Golgi,NA,NA,NA,"Golgi apparatus, Golgi stack membrane {ECO:0000269|PubMed:9394011}; Single-pass type II membrane protein {ECO:0000269|PubMed:9394011}. Secreted {ECO:0000269|PubMed:9394011}. Note=Resides preferentially in the trans and medial parts of the Golgi stack. A secreted form also exists.",endoplasmic reticulum membrane [GO:0005789]; extracellular region [GO:0005576]; Golgi apparatus [GO:0005794]; Golgi cisterna membrane [GO:0032580]; Golgi membrane [GO:0000139]; Golgi stack [GO:0005795]; integral component of Golgi membrane [GO:0030173]; membrane [GO:0016020]; perinuclear region of cytoplasm [GO:0048471]
GALNT3,Golgi,hand annotation from biological expectation,Polypeptide N-acetylgalactosaminyltransferase 3,1.0343411,2.741118064,NA,NA,NA,NA,"Golgi apparatus, Golgi stack membrane {ECO:0000269|PubMed:9394011}; Single-pass type II membrane protein {ECO:0000269|PubMed:9394011}. Note=Resides preferentially in the trans and medial parts of the Golgi stack.",extracellular exosome [GO:0070062]; Golgi apparatus [GO:0005794]; Golgi cisterna membrane [GO:0032580]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; perinuclear region of cytoplasm [GO:0048471]
GALNT4,Golgi,hand annotation from biological expectation,Polypeptide N-acetylgalactosaminyltransferase 4,2.93952,11.85666792,NA,NA,NA,NA,Golgi apparatus membrane {ECO:0000305|PubMed:9804815}; Single-pass type II membrane protein {ECO:0000305|PubMed:9804815}.,extracellular exosome [GO:0070062]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; perinuclear region of cytoplasm [GO:0048471]
GALNT5,Golgi,hand annotation from biological expectation,Polypeptide N-acetylgalactosaminyltransferase 5,0.586663333,NA,NA,NA,NA,NA,Golgi apparatus membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}.,Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]
GALNT6,Golgi,hand annotation from biological expectation,Polypeptide N-acetylgalactosaminyltransferase 6,9.561600333,8.791292231,Golgi,NA,NA,NA,Golgi apparatus membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}.,Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; perinuclear region of cytoplasm [GO:0048471]
GALNT7,Golgi,hand annotation from biological expectation,N-acetylgalactosaminyltransferase 7,20.16194,55.11577576,Golgi,NA,NA,NA,Golgi apparatus membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}.,extracellular exosome [GO:0070062]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; membrane [GO:0016020]
GALNT8,Golgi,hand annotation from biological expectation,Probable polypeptide N-acetylgalactosaminyltransferase 8,0.550569467,NA,NA,NA,NA,NA,Golgi apparatus membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}.,Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]
GALNT9,Golgi,hand annotation from biological expectation,Polypeptide N-acetylgalactosaminyltransferase 9,0.500549933,NA,NA,NA,NA,NA,Golgi apparatus membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}.,Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]
GOLGA1,Golgi,hand annotation from biological expectation,Golgin subfamily A member 1,9.0300538,51.19692339,Plasma membrane,NA,NA,NA,"Golgi apparatus membrane {ECO:0000269|PubMed:10209123, ECO:0000269|PubMed:10209125, ECO:0000269|PubMed:9324025}; Peripheral membrane protein {ECO:0000305}. Golgi apparatus, trans-Golgi network membrane {ECO:0000269|PubMed:29084197}. Cytoplasmic vesicle, secretory vesicle, acrosome {ECO:0000250|UniProtKB:Q9CW79}.",acrosomal vesicle [GO:0001669]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; perinuclear region of cytoplasm [GO:0048471]; trans-Golgi network [GO:0005802]
GOLGA2,Golgi,hand annotation from biological expectation,Golgin subfamily A member 2,42.31659567,249.1764464,Golgi,Golgi,Golgi apparatus,Golgi apparatus,"Golgi apparatus, cis-Golgi network membrane {ECO:0000269|PubMed:11781572, ECO:0000305|PubMed:8315394}; Peripheral membrane protein {ECO:0000269|PubMed:11781572}; Cytoplasmic side {ECO:0000269|PubMed:11781572}. Endoplasmic reticulum-Golgi intermediate compartment membrane {ECO:0000269|PubMed:11781572}; Peripheral membrane protein {ECO:0000269|PubMed:11781572}; Cytoplasmic side {ECO:0000269|PubMed:11781572}. Cytoplasm, cytoskeleton, spindle pole {ECO:0000269|PubMed:26165940}. Note=Associates with the mitotic spindle during mitosis (PubMed:26165940). {ECO:0000250|UniProtKB:Q62839, ECO:0000269|PubMed:26165940}.",cis-Golgi network [GO:0005801]; COPII-coated ER to Golgi transport vesicle [GO:0030134]; endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; Golgi apparatus [GO:0005794]; Golgi cis cisterna [GO:0000137]; Golgi cisterna membrane [GO:0032580]; Golgi membrane [GO:0000139]; microtubule [GO:0005874]; mitotic spindle [GO:0072686]; spindle pole [GO:0000922]
GOLGA3,Golgi,hand annotation from biological expectation,Golgin subfamily A member 3,30.79873967,174.9049038,Actin binding proteins,Golgi,Golgi apparatus,Golgi apparatus,"Cytoplasm. Golgi apparatus, Golgi stack membrane; Peripheral membrane protein.",cytosol [GO:0005829]; extrinsic component of Golgi membrane [GO:0090498]; Golgi apparatus [GO:0005794]; Golgi cisterna membrane [GO:0032580]; Golgi membrane [GO:0000139]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]
GOLGA4,Golgi,hand annotation from biological expectation,Golgin subfamily A member 4,35.61939619,119.0943171,Golgi,Golgi,Golgi apparatus,Golgi apparatus,"Cytoplasm. Golgi apparatus membrane {ECO:0000269|PubMed:10209123, ECO:0000269|PubMed:10209125, ECO:0000269|PubMed:11303027, ECO:0000269|PubMed:14718928, ECO:0000269|PubMed:15265687}; Peripheral membrane protein. Golgi apparatus, trans-Golgi network membrane {ECO:0000269|PubMed:29084197}.",cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; trans-Golgi network [GO:0005802]
GOLGA5,Golgi,hand annotation from biological expectation,Golgin subfamily A member 5,19.40654233,136.2682885,Golgi,Golgi,Golgi apparatus,Golgi apparatus,"Golgi apparatus membrane {ECO:0000269|PubMed:9915833}; Single-pass type IV membrane protein {ECO:0000269|PubMed:9915833}. Note=Found throughout the Golgi, both on cisternae and, at higher abundance, on the tubulo-vesicular structures of the cis-Golgi network.",cis-Golgi network [GO:0005801]; Golgi apparatus [GO:0005794]; Golgi cisterna [GO:0031985]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; transport vesicle [GO:0030133]
GOLGA6A,Golgi,hand annotation from biological expectation,Golgin subfamily A member 6A,0.75157356,NA,NA,NA,NA,NA,,cis-Golgi network [GO:0005801]; Golgi cis cisterna [GO:0000137]; Golgi cisterna membrane [GO:0032580]
GOLGA6B,Golgi,hand annotation from biological expectation,Golgin subfamily A member 6B,0.134559233,NA,NA,NA,NA,NA,,cis-Golgi network [GO:0005801]; Golgi cis cisterna [GO:0000137]; Golgi cisterna membrane [GO:0032580]
GOLGA6C,Golgi,hand annotation from biological expectation,Golgin subfamily A member 6C,0.046891233,NA,NA,NA,NA,NA,,cis-Golgi network [GO:0005801]; Golgi cis cisterna [GO:0000137]; Golgi cisterna membrane [GO:0032580]
GOLGA6D,Golgi,hand annotation from biological expectation,Golgin subfamily A member 6D,0.065112267,NA,NA,NA,NA,NA,,cis-Golgi network [GO:0005801]; Golgi cis cisterna [GO:0000137]; Golgi cisterna membrane [GO:0032580]
GOLGA6L1,Golgi,hand annotation from biological expectation,Golgin subfamily A member 6-like protein 1,8.68E-08,NA,NA,NA,NA,NA,,
GOLGA6L10,Golgi,hand annotation from biological expectation,Golgin subfamily A member 6-like protein 10,8.908610161,NA,NA,NA,NA,NA,,
GOLGA6L2,Golgi,hand annotation from biological expectation,Golgin subfamily A member 6-like protein 2,0.007982733,NA,NA,NA,NA,NA,,
GOLGA6L22,Golgi,hand annotation from biological expectation,Golgin subfamily A member 6-like protein 22,0.280984933,NA,NA,NA,NA,NA,,
GOLGA6L4,Golgi,hand annotation from biological expectation,Golgin subfamily A member 6-like protein 4,4.714569067,NA,NA,NA,NA,NA,,
GOLGA6L6,Golgi,hand annotation from biological expectation,Golgin subfamily A member 6-like protein 6,0.022341067,NA,NA,NA,NA,NA,,
GOLGA6L7,Golgi,hand annotation from biological expectation,Golgin subfamily A member 6-like protein 7,0.113720333,NA,NA,NA,NA,NA,,cis-Golgi network [GO:0005801]
GOLGA6L9,Golgi,hand annotation from biological expectation,Golgin subfamily A member 6-like protein 9,6.421597333,NA,NA,NA,NA,NA,,
GOLGA7,Golgi,hand annotation from biological expectation,Golgin subfamily A member 7,50.40856,129.4356962,Plasma membrane,NA,NA,NA,"Golgi apparatus membrane {ECO:0000269|PubMed:14522980, ECO:0000269|PubMed:16000296}; Lipid-anchor {ECO:0000269|PubMed:14522980, ECO:0000269|PubMed:16000296}.",extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; Golgi membrane [GO:0000139]; Golgi stack [GO:0005795]; intrinsic component of Golgi membrane [GO:0031228]; palmitoyltransferase complex [GO:0002178]; tertiary granule lumen [GO:1904724]
GOLGA7B,Golgi,hand annotation from biological expectation,Golgin subfamily A member 7B,0.09427713,NA,NA,NA,NA,NA,Golgi apparatus membrane {ECO:0000250}; Lipid-anchor {ECO:0000250}.,Golgi membrane [GO:0000139]; palmitoyltransferase complex [GO:0002178]
GOLGA8A,Golgi,hand annotation from biological expectation,Golgin subfamily A member 8A,77.22256933,NA,NA,NA,NA,NA,"Golgi apparatus, Golgi stack membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}.",cis-Golgi network [GO:0005801]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; Golgi cis cisterna [GO:0000137]; Golgi cisterna membrane [GO:0032580]
GOLGA8B,Golgi,hand annotation from biological expectation,Golgin subfamily A member 8B,33.097597,NA,NA,NA,NA,NA,"Golgi apparatus, Golgi stack membrane {ECO:0000269|PubMed:10677249}; Peripheral membrane protein {ECO:0000269|PubMed:10677249}.",cis-Golgi network [GO:0005801]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; Golgi cis cisterna [GO:0000137]; Golgi cisterna membrane [GO:0032580]
GOLGA8F,Golgi,hand annotation from biological expectation,Putative golgin subfamily A member 8F/8G,0.056755941,NA,NA,NA,NA,NA,#N/A,#N/A
GOLGA8H,Golgi,hand annotation from biological expectation,Golgin subfamily A member 8H,2.362286667,NA,NA,NA,NA,NA,,cis-Golgi network [GO:0005801]; Golgi cis cisterna [GO:0000137]; Golgi cisterna membrane [GO:0032580]
GOLGA8J,Golgi,hand annotation from biological expectation,Golgin subfamily A member 8J,0.675001468,NA,NA,NA,NA,NA,,cis-Golgi network [GO:0005801]; Golgi cis cisterna [GO:0000137]; Golgi cisterna membrane [GO:0032580]
GOLGA8K,Golgi,hand annotation from biological expectation,Golgin subfamily A member 8K,1.064109333,NA,NA,NA,NA,NA,,cis-Golgi network [GO:0005801]; Golgi cis cisterna [GO:0000137]; Golgi cisterna membrane [GO:0032580]
GOLGA8M,Golgi,hand annotation from biological expectation,Golgin subfamily A member 8M,0.291348334,NA,NA,NA,NA,NA,,cis-Golgi network [GO:0005801]; Golgi cis cisterna [GO:0000137]; Golgi cisterna membrane [GO:0032580]
GOLGA8N,Golgi,hand annotation from biological expectation,Golgin subfamily A member 8N,2.290240333,NA,NA,NA,NA,NA,,cis-Golgi network [GO:0005801]; Golgi cis cisterna [GO:0000137]; Golgi cisterna membrane [GO:0032580]
GOLGA8O,Golgi,hand annotation from biological expectation,Golgin subfamily A member 8O,0.0610719,NA,NA,NA,NA,NA,,cis-Golgi network [GO:0005801]; Golgi cis cisterna [GO:0000137]; Golgi cisterna membrane [GO:0032580]
GOLGA8Q,Golgi,hand annotation from biological expectation,Golgin subfamily A member 8Q,0.493416533,NA,NA,NA,NA,NA,,cis-Golgi network [GO:0005801]; Golgi cis cisterna [GO:0000137]; Golgi cisterna membrane [GO:0032580]
GOLGA8R,Golgi,hand annotation from biological expectation,Golgin subfamily A member 8R,0.80239,NA,NA,NA,NA,NA,,cis-Golgi network [GO:0005801]; Golgi cis cisterna [GO:0000137]; Golgi cisterna membrane [GO:0032580]
GOLGA8S,Golgi,hand annotation from biological expectation,Golgin subfamily A member 8S,0.0273278,NA,NA,NA,NA,NA,,cis-Golgi network [GO:0005801]; Golgi cis cisterna [GO:0000137]; Golgi cisterna membrane [GO:0032580]
GOLGA8T,Golgi,hand annotation from biological expectation,Golgin subfamily A member 8T,3.205213333,NA,NA,NA,NA,NA,,cis-Golgi network [GO:0005801]; Golgi cis cisterna [GO:0000137]; Golgi cisterna membrane [GO:0032580]
GOLGB1,Golgi,hand annotation from biological expectation,Golgin subfamily B member 1,28.62507067,187.7368349,Golgi,Golgi,Golgi apparatus,Golgi apparatus,Golgi apparatus membrane; Single-pass type I membrane protein.,cis-Golgi network [GO:0005801]; cytosol [GO:0005829]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; Golgi stack [GO:0005795]; integral component of membrane [GO:0016021]; membrane [GO:0016020]
GOLIM4,Golgi,hand annotation from biological expectation,Golgi integral membrane protein 4,44.97441933,181.2995559,Golgi,NA,NA,NA,"Golgi apparatus, Golgi stack membrane; Single-pass type II membrane protein. Endosome membrane; Single-pass type II membrane protein. Membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}. Note=Localizes to cis and medial Golgi cisternae. Probably cycles between early Golgi and distal compartments like endosome.",cis-Golgi network [GO:0005801]; endocytic vesicle [GO:0030139]; endosome membrane [GO:0010008]; Golgi apparatus [GO:0005794]; Golgi cisterna membrane [GO:0032580]; Golgi lumen [GO:0005796]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; transport vesicle [GO:0030133]
GOLM1,Golgi,hand annotation from biological expectation,Golgi membrane protein 1,97.94213833,125.8719644,Golgi,NA,NA,NA,"Golgi apparatus, cis-Golgi network membrane {ECO:0000269|PubMed:10831838, ECO:0000269|PubMed:12191016}; Single-pass type II membrane protein {ECO:0000269|PubMed:10831838, ECO:0000269|PubMed:12191016}. Note=Early Golgi. Cycles via the cell surface and endosomes upon lumenal pH disruption.",endoplasmic reticulum lumen [GO:0005788]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; integral component of plasma membrane [GO:0005887]
GOSR1,Golgi,hand annotation from biological expectation,Golgi SNAP receptor complex member 1,35.47257469,183.0674491,Golgi,Golgi,Golgi apparatus,Golgi apparatus,"Golgi apparatus membrane {ECO:0000269|PubMed:15215310, ECO:0000269|PubMed:15728195, ECO:0000269|PubMed:17274796, ECO:0000269|PubMed:17337506, ECO:0000269|PubMed:21669198}; Single-pass type IV membrane protein {ECO:0000269|PubMed:15215310, ECO:0000269|PubMed:15728195, ECO:0000269|PubMed:17274796, ECO:0000269|PubMed:17337506, ECO:0000269|PubMed:21669198}. Note=Localizes throughout the Golgi apparatus, with lowest levels in the trans-Golgi network (By similarity). Enriched on vesicular components at the terminal rims of the Golgi. Found in Golgi microtubules at low temperature (15 degrees Celsius). {ECO:0000250}.",cis-Golgi network [GO:0005801]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; Golgi medial cisterna [GO:0005797]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; SNARE complex [GO:0031201]; transport vesicle [GO:0030133]
